Client,Industry,Platform,Content_Type,Content_Topic,Posting_Timestamp,Posting_Day,Posting_Hour,Reach,Ad_Spend,Performance_Score
Client_15,SaaS,Instagram,Case Study,Education,2024-03-21 10:00:00,Thursday,10,12072,,81
Client_12,E-commerce,YouTube,Infographic,Education,2025-05-05 14:00:00,Monday,14,11238,197.4,68
Client_05,Fashion,Instagram,Infographic,Promo,2025-09-20 15:00:00,Saturday,15,6458,296.01,68
Client_12,Health,Instagram,Carousel,Promo,2026-08-02 15:00:00,Sunday,15,13255,308.93,72
Client_11,Real Estate,LinkedIn,Reel,Behind the Scenes,2026-11-15 08:00:00,Sunday,8,11297,59.96,78
Client_07,Fashion,YouTube,Carousel,Trends,2025-01-24 03:00:00,Friday,3,13444,475.3,65
Client_04,Real Estate,YouTube,Case Study,Behind the Scenes,2026-05-11 02:00:00,Monday,2,14367,363.48,70
Client_03,Fashion,Instagram,Infographic,Customer Success,2025-04-27 21:00:00,Sunday,21,11582,273.07,74
Client_01,E-commerce,LinkedIn,Carousel,Education,2026-02-26 07:00:00,Thursday,7,10967,469.91,69
Client_12,Health,LinkedIn,Reel,Education,2025-10-16 12:00:00,Thursday,12,4243,247.59,85
Client_15,Health,YouTube,Carousel,Education,2025-12-11 03:00:00,Thursday,3,9366,491.2,65
Client_08,FinTech,YouTube,Blog Post,,2024-04-27 03:00:00,Saturday,3,12185,280.53,66
Client_13,Real Estate,LinkedIn,Reel,Behind the Scenes,2026-09-05 10:00:00,Saturday,10,8660,101.43,80
Client_03,Fashion,LinkedIn,Case Study,Education,2025-08-16 11:00:00,Saturday,11,6951,394.16,78
Client_13,Fashion,LinkedIn,Infographic,,2024-09-29 18:00:00,Sunday,18,6758,355.5,66
Client_15,SaaS,Facebook,Carousel,Promo,2026-12-17 01:00:00,Thursday,1,10048,397.84,61
Client_02,FinTech,LinkedIn,Reel,Promo,2024-03-23 18:00:00,Saturday,18,8686,478.15,84
Client_11,SaaS,LinkedIn,Blog Post,Behind the Scenes,2024-12-13 10:00:00,Friday,10,7602,399.42,69
Client_04,SaaS,LinkedIn,Reel,,2025-04-20 11:00:00,Sunday,11,10561,325.1,80
Client_03,SaaS,LinkedIn,Blog Post,Behind the Scenes,2024-05-01 07:00:00,Wednesday,7,10577,435.79,68
Client_13,Real Estate,Facebook,Case Study,,2024-03-13 06:00:00,Wednesday,6,11693,352.96,75
Client_01,Real Estate,LinkedIn,Infographic,Behind the Scenes,2026-01-29 11:00:00,Thursday,11,10975,233.65,64
Client_03,E-commerce,YouTube,Case Study,Customer Success,2024-12-27 16:00:00,Friday,16,2119,448.53,72
Client_12,E-commerce,YouTube,Carousel,Promo,2026-03-17 16:00:00,Tuesday,16,2382,149.86,60
Client_02,SaaS,LinkedIn,Reel,Trends,2026-02-03 07:00:00,Tuesday,7,10488,371.59,76
Client_08,FinTech,LinkedIn,Blog Post,Trends,2024-08-27 23:00:00,Tuesday,23,5142,446.7,63
Client_06,Fashion,Facebook,Blog Post,Customer Success,2026-08-19 14:00:00,Wednesday,14,13117,379.09,61
Client_09,Real Estate,LinkedIn,Reel,Behind the Scenes,2024-04-09 09:00:00,Tuesday,9,2796,363.77,80
Client_08,FinTech,LinkedIn,Reel,Customer Success,2025-04-07 23:00:00,Monday,23,14406,388.69,84
Client_10,Health,X,Carousel,,2024-07-16 08:00:00,Tuesday,8,9936,259.27,55
Client_03,Real Estate,Instagram,Case Study,Education,2024-03-16 02:00:00,Saturday,2,4395,,80
Client_05,Real Estate,Instagram,Blog Post,Promo,2024-12-05 19:00:00,Thursday,19,8093,141.55,70
Client_07,E-commerce,LinkedIn,Carousel,Trends,2024-12-04 08:00:00,Wednesday,8,2429,107.32,70
Client_05,Fashion,X,Case Study,Behind the Scenes,2024-10-02 16:00:00,Wednesday,16,6866,178.48,69
Client_08,Fashion,Instagram,Carousel,Trends,2025-08-17 01:00:00,Sunday,1,10211,289.21,76
Client_12,Health,Instagram,Blog Post,Trends,2025-08-26 14:00:00,Tuesday,14,4712,279.75,76
Client_05,Health,Instagram,Reel,Promo,2026-07-02 06:00:00,Thursday,6,3909,419.27,90
Client_01,Real Estate,Instagram,Reel,Trends,2026-05-01 21:00:00,Friday,21,9699,232.06,87
Client_05,SaaS,Instagram,Case Study,Trends,2025-11-24 14:00:00,Monday,14,12217,267.95,79
Client_04,E-commerce,LinkedIn,Infographic,Customer Success,2025-08-09 11:00:00,Saturday,11,4923,56.02,67
Client_06,E-commerce,LinkedIn,Case Study,Promo,2026-08-02 15:00:00,Sunday,15,11711,234.38,77
Client_03,Real Estate,Instagram,Infographic,Education,2026-11-15 23:00:00,Sunday,23,14282,341.5,72
Client_15,FinTech,LinkedIn,Carousel,Behind the Scenes,2025-01-18 16:00:00,Saturday,16,8476,56.98,68
Client_11,SaaS,Instagram,Carousel,Trends,2025-11-13 03:00:00,Thursday,3,9094,176.4,74
Client_05,Real Estate,Instagram,Blog Post,Behind the Scenes,2025-05-08 03:00:00,Thursday,3,6658,143.58,70
Client_02,SaaS,LinkedIn,Infographic,Education,2025-07-02 16:00:00,Wednesday,16,13974,68.89,66
Client_11,SaaS,YouTube,Blog Post,Behind the Scenes,2024-03-26 09:00:00,Tuesday,9,5167,265.67,62
Client_06,SaaS,Instagram,Reel,Education,2024-08-13 23:00:00,Tuesday,23,13363,131.78,89
Client_13,Real Estate,LinkedIn,Infographic,,2025-08-30 21:00:00,Saturday,21,12493,384.39,70
Client_15,E-commerce,Instagram,Case Study,Trends,2026-05-22 04:00:00,Friday,4,7473,431.57,82
Client_12,E-commerce,Facebook,Reel,Education,2026-03-23 04:00:00,Monday,4,7736,295.51,75
Client_06,SaaS,YouTube,Reel,Behind the Scenes,2024-10-25 06:00:00,Friday,6,9777,491.77,76
Client_05,FinTech,LinkedIn,Case Study,Trends,2025-03-03 00:00:00,Monday,0,12807,252.72,73
Client_06,Fashion,Instagram,Reel,Customer Success,2024-11-04 08:00:00,Monday,8,13924,281.02,93
Client_11,Real Estate,X,Infographic,Trends,2026-03-25 18:00:00,Wednesday,18,3968,495.15,62
Client_07,Fashion,Instagram,Blog Post,Education,2025-02-15 10:00:00,Saturday,10,7717,154.2,73
Client_12,FinTech,Instagram,Reel,Customer Success,2025-09-23 07:00:00,Tuesday,7,5119,474.15,87
Client_05,Real Estate,LinkedIn,Infographic,Behind the Scenes,2026-02-15 15:00:00,Sunday,15,3136,69.28,64
Client_01,SaaS,Instagram,Carousel,,2024-02-18 02:00:00,Sunday,2,9655,250.87,78
Client_08,E-commerce,X,Infographic,Customer Success,2024-07-06 11:00:00,Saturday,11,5083,81.5,64
Client_04,Fashion,YouTube,Blog Post,Promo,2024-09-19 07:00:00,Thursday,7,5509,378.16,63
Client_09,Health,Instagram,Infographic,Customer Success,2026-07-29 21:00:00,Wednesday,21,4826,323.78,69
Client_14,Health,LinkedIn,Case Study,Customer Success,2026-12-30 16:00:00,Wednesday,16,11910,367.99,72
Client_10,FinTech,X,Blog Post,Trends,2025-05-22 15:00:00,Thursday,15,9648,218.52,62
Client_12,SaaS,Facebook,Carousel,Behind the Scenes,2025-06-20 10:00:00,Friday,10,3717,216.27,60
Client_06,Fashion,YouTube,Case Study,Trends,2026-01-21 08:00:00,Wednesday,8,6467,70.39,66
Client_01,SaaS,X,Infographic,Trends,2024-08-18 19:00:00,Sunday,19,3869,207.48,61
Client_03,Fashion,X,Blog Post,Education,2025-02-05 13:00:00,Wednesday,13,5138,468.18,62
Client_03,FinTech,YouTube,Carousel,Trends,2026-05-07 15:00:00,Thursday,15,12195,220.65,64
Client_10,FinTech,Instagram,Case Study,Promo,2026-10-31 13:00:00,Saturday,13,10635,,79
Client_12,Health,LinkedIn,Carousel,Promo,2025-10-11 10:00:00,Saturday,10,7222,429.05,65
Client_12,SaaS,Facebook,Infographic,Education,2024-04-16 13:00:00,Tuesday,13,12529,217.96,61
Client_04,Real Estate,Instagram,Carousel,Behind the Scenes,2024-08-21 00:00:00,Wednesday,0,9999999,334.39,77
Client_06,Health,Facebook,Reel,Behind the Scenes,2025-11-17 18:00:00,Monday,18,12628,92.92,75
Client_15,SaaS,Instagram,Case Study,Trends,2024-04-01 16:00:00,Monday,16,5944,96.66,81
Client_07,Health,Instagram,Carousel,Trends,2025-08-13 12:00:00,Wednesday,12,9118,71.9,75
Client_10,Real Estate,LinkedIn,Infographic,Trends,2024-05-03 09:00:00,Friday,9,5447,311.46,67
Client_04,E-commerce,Instagram,Infographic,,2025-08-14 23:00:00,Thursday,23,3176,241.73,77
Client_06,E-commerce,X,Carousel,Customer Success,2026-06-08 21:00:00,Monday,21,2696,296.61,63
Client_11,E-commerce,Facebook,Infographic,Promo,2026-05-17 09:00:00,Sunday,9,13797,284.48,69
Client_01,E-commerce,Facebook,Blog Post,Customer Success,2025-05-13 17:00:00,Tuesday,17,4287,207.59,60
Client_14,Fashion,YouTube,Blog Post,Customer Success,2024-04-29 13:00:00,Monday,13,8932,354.86,61
Client_08,E-commerce,Instagram,Blog Post,Behind the Scenes,2025-12-23 12:00:00,Tuesday,12,11153,391.33,75
Client_07,Real Estate,LinkedIn,Reel,Customer Success,2025-08-06 00:00:00,Wednesday,0,9427,56.58,82
Client_15,FinTech,LinkedIn,Carousel,Education,2026-10-27 16:00:00,Tuesday,16,4818,143.26,72
Client_11,FinTech,LinkedIn,Reel,Trends,2024-08-25 11:00:00,Sunday,11,10358,370.96,84
Client_11,Fashion,Instagram,Infographic,Education,2026-08-30 00:00:00,Sunday,0,8189,223.98,70
Client_09,E-commerce,LinkedIn,Reel,Promo,2026-05-19 21:00:00,Tuesday,21,3676,348.12,77
Client_03,E-commerce,LinkedIn,Infographic,Trends,2026-12-14 04:00:00,Monday,4,5243,206.13,67
Client_02,E-commerce,X,Infographic,Customer Success,2026-06-06 07:00:00,Saturday,7,10292,225.84,63
Client_01,Health,Facebook,Case Study,Promo,2024-06-15 03:00:00,Saturday,3,12344,121.41,72
Client_03,SaaS,LinkedIn,Blog Post,Trends,2026-12-23 15:00:00,Wednesday,15,5922,,71
Client_05,Health,YouTube,Infographic,,2026-07-22 07:00:00,Wednesday,7,5324,322.44,66
Client_14,SaaS,YouTube,Case Study,Education,2025-07-14 06:00:00,Monday,6,13598,244.92,69
Client_11,E-commerce,Instagram,Blog Post,Trends,2024-02-20 18:00:00,Tuesday,18,10671,398.44,70
Client_02,E-commerce,Facebook,Infographic,Customer Success,2026-05-20 00:00:00,Wednesday,0,3951,433.66,58
Client_12,Health,Facebook,Infographic,Education,2024-07-16 07:00:00,Tuesday,7,2128,293.74,59
Client_03,Health,LinkedIn,Reel,Promo,2025-04-15 16:00:00,Tuesday,16,11321,391.22,82
Client_15,SaaS,LinkedIn,Reel,,2024-07-08 19:00:00,Monday,19,9278,,84
Client_15,FinTech,Instagram,Blog Post,Promo,2025-01-16 02:00:00,Thursday,2,5196,,70
Client_15,SaaS,LinkedIn,Infographic,Promo,2024-12-01 10:00:00,Sunday,10,13122,370.75,70
Client_04,Health,Instagram,Carousel,Behind the Scenes,2025-06-15 13:00:00,Sunday,13,5174,223.8,73
Client_07,Real Estate,Facebook,Reel,Trends,2026-04-06 06:00:00,Monday,6,5429,314.83,78
Client_13,Health,Instagram,Blog Post,Trends,2025-12-27 05:00:00,Saturday,5,4265,133.42,69
Client_03,Real Estate,Instagram,Infographic,Behind the Scenes,2024-10-14 05:00:00,Monday,5,5869,319.9,74
Client_15,Fashion,X,Infographic,Customer Success,2026-01-23 05:00:00,Friday,5,14472,437.68,70
Client_09,Health,YouTube,Carousel,Customer Success,2025-08-21 21:00:00,Thursday,21,9807,440.89,64
Client_08,Fashion,Instagram,Blog Post,Promo,2025-08-29 21:00:00,Friday,21,6456,375.95,64
Client_04,FinTech,Instagram,Infographic,Education,2024-05-23 04:00:00,Thursday,4,11695,385.59,77
Client_13,SaaS,Instagram,Reel,Customer Success,2024-12-30 18:00:00,Monday,18,2192,301.07,84
Client_01,Real Estate,YouTube,Carousel,Education,2025-03-20 21:00:00,Thursday,21,4662,313.1,69
Client_01,SaaS,Instagram,Blog Post,Trends,2024-09-02 15:00:00,Monday,15,2605,110.14,72
Client_01,Fashion,LinkedIn,Carousel,Education,2026-04-02 10:00:00,Thursday,10,4508,249.74,62
Client_01,Real Estate,X,Reel,Trends,2025-11-23 01:00:00,Sunday,1,3661,252.85,71
Client_08,SaaS,Instagram,Blog Post,Behind the Scenes,2025-10-13 12:00:00,Monday,12,9845,481.32,78
Client_03,Health,Facebook,Carousel,Behind the Scenes,2026-06-05 13:00:00,Friday,13,5199,243.99,66
Client_15,E-commerce,X,Case Study,Promo,2024-10-19 14:00:00,Saturday,14,14102,297.2,78
Client_06,Fashion,Instagram,Reel,Customer Success,2025-01-16 07:00:00,Thursday,7,5286,289.96,87
Client_03,SaaS,Facebook,Reel,Promo,2024-08-21 08:00:00,Wednesday,8,10756,336.54,78
Client_11,Fashion,LinkedIn,Reel,Trends,2024-11-29 04:00:00,Friday,4,5700,386.7,81
Client_05,Fashion,X,Case Study,Promo,2025-01-10 07:00:00,Friday,7,3413,151.27,67
Client_13,Real Estate,LinkedIn,Case Study,Education,2025-06-23 10:00:00,Monday,10,10908,287.93,74
Client_15,Real Estate,YouTube,Infographic,,2026-09-29 19:00:00,Tuesday,19,7020,421.66,63
Client_14,E-commerce,LinkedIn,Carousel,Behind the Scenes,2024-07-12 10:00:00,Friday,10,12093,,66
Client_13,Health,Facebook,Infographic,Customer Success,2025-04-16 08:00:00,Wednesday,8,3272,175.31,57
Client_15,Fashion,YouTube,Carousel,Trends,2024-11-15 23:00:00,Friday,23,11652,344.62,64
Client_07,SaaS,LinkedIn,Case Study,Trends,2024-12-08 00:00:00,Sunday,0,4280,420.7,71
Client_02,FinTech,Facebook,Case Study,Education,2026-09-15 11:00:00,Tuesday,11,14496,78.41,61
Client_06,Fashion,Instagram,Infographic,Customer Success,2026-12-11 19:00:00,Friday,19,8923,399.56,75
Client_13,Fashion,Instagram,Blog Post,Behind the Scenes,2026-02-13 13:00:00,Friday,13,14438,419.74,71
Client_06,E-commerce,Instagram,Infographic,Trends,2025-03-22 12:00:00,Saturday,12,4371,257.69,74
Client_11,Health,Instagram,Carousel,,2025-12-28 05:00:00,Sunday,5,14734,492.49,76
Client_03,FinTech,Instagram,Infographic,Education,2024-05-23 12:00:00,Thursday,12,2160,404.02,72
Client_06,Real Estate,X,Reel,Promo,2025-03-24 05:00:00,Monday,5,7742,398.15,85
Client_10,Real Estate,Instagram,Carousel,Behind the Scenes,2025-08-24 10:00:00,Sunday,10,12327,386.53,73
Client_10,SaaS,YouTube,Carousel,,2024-02-14 04:00:00,Wednesday,4,12021,117.77,63
Client_14,FinTech,Instagram,Blog Post,Trends,2026-02-18 15:00:00,Wednesday,15,13646,147.75,76
Client_05,Real Estate,Facebook,Case Study,Trends,2024-05-22 12:00:00,Wednesday,12,12142,258.8,70
Client_12,SaaS,X,Carousel,Behind the Scenes,2024-01-13 13:00:00,Saturday,13,2632,168.8,65
Client_02,Health,LinkedIn,Case Study,Promo,2025-06-03 12:00:00,Tuesday,12,2199,236.86,69
Client_09,SaaS,Facebook,Infographic,Trends,2025-12-08 22:00:00,Monday,22,8970,449.81,59
Client_08,Real Estate,Instagram,Reel,Behind the Scenes,2026-03-25 18:00:00,Wednesday,18,11730,420.95,91
Client_03,E-commerce,Facebook,Blog Post,Education,2024-01-30 03:00:00,Tuesday,3,7797,333.52,59
Client_08,E-commerce,Instagram,Case Study,Promo,2026-06-13 16:00:00,Saturday,16,14339,436.15,83
Client_14,E-commerce,X,Carousel,Customer Success,2026-12-07 11:00:00,Monday,11,9312,402.7,64
Client_09,Real Estate,Instagram,Case Study,Trends,2024-01-08 22:00:00,Monday,22,14192,243.04,79
Client_14,E-commerce,LinkedIn,Carousel,Behind the Scenes,2025-03-13 04:00:00,Thursday,4,6057,140.48,69
Client_15,FinTech,YouTube,Case Study,Education,2025-12-24 12:00:00,Wednesday,12,3679,281.39,65
Client_03,Health,Instagram,Carousel,Customer Success,2024-05-03 23:00:00,Friday,23,12530,,71
Client_03,SaaS,Instagram,Infographic,Behind the Scenes,2024-09-11 06:00:00,Wednesday,6,10565,246.39,73
Client_02,SaaS,Instagram,Carousel,Behind the Scenes,2026-01-02 00:00:00,Friday,0,9775,350.05,74
Client_08,Real Estate,Instagram,Carousel,Customer Success,2026-04-01 07:00:00,Wednesday,7,2922,92.45,71
Client_10,E-commerce,LinkedIn,Reel,Education,2026-04-04 02:00:00,Saturday,2,12367,386.6,85
Client_01,E-commerce,Instagram,Carousel,Education,2026-10-26 07:00:00,Monday,7,4680,415.72,73
Client_08,Fashion,LinkedIn,Reel,Promo,2024-03-16 16:00:00,Saturday,16,5816,368.08,87
Client_07,Health,Instagram,Blog Post,,2026-07-15 14:00:00,Wednesday,14,13667,,73
Client_14,FinTech,Facebook,Reel,,2026-08-20 05:00:00,Thursday,5,8196,,82
Client_07,SaaS,Instagram,Infographic,Customer Success,2024-01-24 17:00:00,Wednesday,17,11083,456.39,76
Client_03,Fashion,Instagram,Reel,Customer Success,2024-08-14 18:00:00,Wednesday,18,12910,470.11,96
Client_01,Fashion,Instagram,Blog Post,Education,2024-03-19 23:00:00,Tuesday,23,13899,410.61,73
Client_04,Real Estate,LinkedIn,Infographic,Trends,2026-03-07 13:00:00,Saturday,13,2114,353.42,65
Client_09,SaaS,Facebook,Case Study,Promo,2024-06-09 23:00:00,Sunday,23,12663,52.57,74
Client_05,Real Estate,LinkedIn,Case Study,,2025-06-22 01:00:00,Sunday,1,13257,259.62,77
Client_01,FinTech,Instagram,Reel,Behind the Scenes,2024-11-06 15:00:00,Wednesday,15,13268,307.02,93
Client_15,Fashion,YouTube,Reel,Customer Success,2024-06-16 06:00:00,Sunday,6,6070,186.81,80
Client_05,Fashion,YouTube,Blog Post,Trends,2025-04-07 05:00:00,Monday,5,1770,193.15,54
Client_13,Health,Instagram,Blog Post,Education,2026-01-22 22:00:00,Thursday,22,13758,482.52,75
Client_08,FinTech,YouTube,Carousel,Trends,2024-05-05 09:00:00,Sunday,9,3968,451.27,63
Client_08,Fashion,X,Blog Post,Trends,2026-10-04 22:00:00,Sunday,22,11082,432.13,64
Client_05,FinTech,Instagram,Carousel,Education,2025-11-20 02:00:00,Thursday,2,13046,232.71,73
Client_12,SaaS,YouTube,Infographic,Customer Success,2025-03-23 01:00:00,Sunday,1,13827,56.16,59
Client_09,E-commerce,YouTube,Reel,Trends,2024-02-28 17:00:00,Wednesday,17,14781,,82
Client_15,Fashion,LinkedIn,Infographic,Behind the Scenes,2025-05-25 09:00:00,Sunday,9,5107,190.49,68
Client_01,Health,Instagram,Blog Post,Education,2024-02-02 16:00:00,Friday,16,12275,57.08,77
Client_04,SaaS,Instagram,Infographic,Promo,2024-12-03 08:00:00,Tuesday,8,13765,57.72,69
Client_03,FinTech,Facebook,Infographic,Customer Success,2024-11-11 00:00:00,Monday,0,4575,462.47,64
Client_02,Real Estate,X,Infographic,Education,2025-06-06 05:00:00,Friday,5,13598,367.77,63
Client_15,SaaS,YouTube,Blog Post,Promo,2024-11-01 23:00:00,Friday,23,1789,189.03,61
Client_08,Fashion,LinkedIn,Infographic,Promo,2024-10-27 06:00:00,Sunday,6,9620,109.69,68
Client_07,FinTech,YouTube,Carousel,Trends,2026-07-04 20:00:00,Saturday,20,12172,280.24,65
Client_09,E-commerce,LinkedIn,Blog Post,Trends,2024-08-29 17:00:00,Thursday,17,8114,52.41,68
Client_02,SaaS,LinkedIn,Infographic,Trends,2026-03-10 14:00:00,Tuesday,14,4752,472.29,64
Client_14,Fashion,Instagram,Blog Post,Education,2025-12-06 01:00:00,Saturday,1,8915,236.67,73
Client_14,Health,Facebook,Case Study,Education,2024-09-06 10:00:00,Friday,10,8271,,69
Client_04,Real Estate,LinkedIn,Carousel,Customer Success,2026-01-29 09:00:00,Thursday,9,1778,,65
Client_14,FinTech,Facebook,Infographic,Trends,2025-03-19 15:00:00,Wednesday,15,12616,81.2,54
Client_15,SaaS,Instagram,Case Study,Promo,2024-12-29 04:00:00,Sunday,4,2080,337.25,80
Client_06,SaaS,Instagram,Case Study,Behind the Scenes,2026-08-31 03:00:00,Monday,3,6458,379.85,79
Client_11,E-commerce,Instagram,Blog Post,Customer Success,2026-07-06 01:00:00,Monday,1,9945,354.26,69
Client_03,E-commerce,LinkedIn,Case Study,Education,2026-03-16 14:00:00,Monday,14,5776,112.3,77
Client_08,Health,X,Carousel,Customer Success,2026-10-12 16:00:00,Monday,16,9497,310.48,65
Client_03,Real Estate,Instagram,Carousel,Customer Success,2025-05-28 11:00:00,Wednesday,11,6276,306.27,72
Client_14,Health,Facebook,Reel,Customer Success,2024-07-18 04:00:00,Thursday,4,2324,440.78,73
Client_12,Fashion,LinkedIn,Carousel,Customer Success,2024-04-08 16:00:00,Monday,16,5332,220.61,68
Client_13,Fashion,Facebook,Case Study,Behind the Scenes,2025-05-16 15:00:00,Friday,15,10391,217.17,71
Client_13,Health,Instagram,Carousel,Trends,2024-10-04 07:00:00,Friday,7,6945,328.34,76
Client_02,Real Estate,Facebook,Blog Post,Promo,2024-12-06 13:00:00,Friday,13,2880,334.88,60
Client_13,Health,YouTube,Reel,Customer Success,2024-07-06 07:00:00,Saturday,7,13588,261.18,82
Client_13,Real Estate,Instagram,Case Study,Customer Success,2025-03-29 21:00:00,Saturday,21,11365,249.38,79
Client_03,Real Estate,Instagram,Reel,Customer Success,2026-11-30 11:00:00,Monday,11,12419,272.37,85
Client_11,FinTech,Facebook,Case Study,Trends,2026-07-21 18:00:00,Tuesday,18,9999999,437.47,67
Client_06,Real Estate,X,Blog Post,Education,2026-08-16 06:00:00,Sunday,6,4656,257.53,62
Client_02,E-commerce,Instagram,Reel,Education,2026-12-08 14:00:00,Tuesday,14,13080,472.97,89
Client_08,Real Estate,YouTube,Infographic,,2025-07-12 11:00:00,Saturday,11,5807,276.8,63
Client_01,Real Estate,X,Case Study,Education,2025-06-30 17:00:00,Monday,17,7134,477.14,70
Client_07,Real Estate,Facebook,Infographic,Customer Success,2026-07-18 07:00:00,Saturday,7,10075,424.77,66
Client_02,Fashion,X,Reel,Customer Success,2025-04-01 22:00:00,Tuesday,22,7310,,77
Client_10,E-commerce,YouTube,Infographic,Customer Success,2024-02-05 13:00:00,Monday,13,10033,438.64,57
Client_12,E-commerce,LinkedIn,Infographic,Behind the Scenes,2026-05-05 10:00:00,Tuesday,10,7434,99.53,68
Client_06,Health,Instagram,Reel,Customer Success,2026-04-19 17:00:00,Sunday,17,11679,466.27,83
Client_12,FinTech,Instagram,Blog Post,Education,2025-12-07 14:00:00,Sunday,14,13751,334.24,75
Client_02,Real Estate,YouTube,Infographic,,2025-12-31 12:00:00,Wednesday,12,14631,,67
Client_02,SaaS,YouTube,Infographic,Trends,2026-08-02 21:00:00,Sunday,21,4609,339.92,59
Client_10,FinTech,Instagram,Blog Post,,2026-08-09 17:00:00,Sunday,17,5582,488.41,77
Client_13,FinTech,Facebook,Infographic,Education,2026-09-22 13:00:00,Tuesday,13,14207,81.41,66
Client_08,E-commerce,YouTube,Infographic,Customer Success,2025-02-16 19:00:00,Sunday,19,12490,299.61,67
Client_15,FinTech,LinkedIn,Infographic,Trends,2024-07-18 01:00:00,Thursday,1,4740,386.51,68
Client_15,Real Estate,LinkedIn,Carousel,Education,2026-04-23 06:00:00,Thursday,6,11680,414.62,66
Client_12,Real Estate,LinkedIn,Blog Post,Trends,2025-10-01 02:00:00,Wednesday,2,7528,236.22,70
Client_02,Fashion,Instagram,Infographic,Customer Success,2024-04-13 19:00:00,Saturday,19,13106,141.87,72
Client_07,Real Estate,Instagram,Blog Post,Trends,2025-09-30 16:00:00,Tuesday,16,3349,69.05,72
Client_03,Real Estate,Instagram,Case Study,Promo,2025-08-31 07:00:00,Sunday,7,9997,310.88,80
Client_08,E-commerce,Instagram,Case Study,Promo,2026-03-23 20:00:00,Monday,20,13305,253.81,84
Client_07,Real Estate,LinkedIn,Infographic,Trends,2026-07-08 19:00:00,Wednesday,19,4249,476.93,69
Client_14,Fashion,LinkedIn,Blog Post,Education,2024-05-07 03:00:00,Tuesday,3,14656,77.27,69
Client_08,SaaS,Instagram,Blog Post,,2025-10-27 19:00:00,Monday,19,8180,358.43,67
Client_14,E-commerce,YouTube,Blog Post,,2025-11-13 20:00:00,Thursday,20,10827,61.23,62
Client_07,SaaS,Instagram,Carousel,Trends,2026-06-19 06:00:00,Friday,6,1705,127.15,73
Client_11,E-commerce,X,Case Study,Education,2026-06-23 03:00:00,Tuesday,3,8852,254.11,71
Client_06,Health,X,Blog Post,Customer Success,2026-06-04 13:00:00,Thursday,13,6091,254.69,58
Client_13,FinTech,Instagram,Blog Post,Promo,2024-02-06 12:00:00,Tuesday,12,4950,358.57,67
Client_07,Health,LinkedIn,Carousel,Customer Success,2026-12-01 07:00:00,Tuesday,7,8714,459.6,69
Client_05,Real Estate,Instagram,Carousel,Education,2026-09-02 11:00:00,Wednesday,11,5311,337.56,69
Client_07,SaaS,LinkedIn,Blog Post,Customer Success,2024-06-21 14:00:00,Friday,14,13314,479.09,66
Client_01,Real Estate,YouTube,Reel,Education,2025-09-25 10:00:00,Thursday,10,13291,446.73,81
Client_01,FinTech,Instagram,Blog Post,Trends,2024-10-17 06:00:00,Thursday,6,12243,313.02,77
Client_09,E-commerce,LinkedIn,Blog Post,Customer Success,2024-10-21 23:00:00,Monday,23,6641,425.21,65
Client_14,FinTech,Instagram,Carousel,Trends,2024-11-28 19:00:00,Thursday,19,14000,339.16,74
Client_05,Fashion,Instagram,Carousel,Trends,2024-10-10 07:00:00,Thursday,7,10001,85.35,73
Client_13,FinTech,YouTube,Blog Post,Behind the Scenes,2024-07-05 01:00:00,Friday,1,4208,383.25,62
Client_05,Fashion,Instagram,Blog Post,Education,2025-12-10 03:00:00,Wednesday,3,3491,92.71,72
Client_03,FinTech,LinkedIn,Blog Post,Promo,2025-07-13 01:00:00,Sunday,1,9963,317.34,71
Client_05,Fashion,LinkedIn,Carousel,Education,2026-01-23 05:00:00,Friday,5,13334,366.19,67
Client_03,SaaS,X,Blog Post,Promo,2026-12-30 02:00:00,Wednesday,2,13778,79.94,59
Client_09,Real Estate,Instagram,Blog Post,Education,2026-05-30 16:00:00,Saturday,16,11514,153.86,79
Client_09,Real Estate,LinkedIn,Infographic,,2024-12-12 07:00:00,Thursday,7,4773,462.05,70
Client_06,Health,YouTube,Reel,,2025-12-18 06:00:00,Thursday,6,6038,,74
Client_15,Real Estate,LinkedIn,Case Study,Customer Success,2025-08-10 10:00:00,Sunday,10,14041,160.83,76
Client_01,E-commerce,X,Reel,,2024-08-03 17:00:00,Saturday,17,10212,360.81,81
Client_07,FinTech,YouTube,Infographic,Promo,2025-08-17 06:00:00,Sunday,6,10668,318.55,66
Client_07,Health,YouTube,Case Study,,2026-12-17 01:00:00,Thursday,1,5222,275.71,71
Client_14,E-commerce,YouTube,Blog Post,Promo,2026-11-20 20:00:00,Friday,20,5051,489.28,62
Client_10,E-commerce,X,Infographic,Trends,2024-12-12 04:00:00,Thursday,4,13797,357.55,69
Client_10,Fashion,X,Blog Post,Promo,2024-09-04 21:00:00,Wednesday,21,12465,218.95,64
Client_04,Real Estate,YouTube,Carousel,Customer Success,2026-03-11 22:00:00,Wednesday,22,12244,410.03,62
Client_08,SaaS,YouTube,Infographic,Trends,2024-02-17 22:00:00,Saturday,22,4332,448.06,65
Client_06,SaaS,Instagram,Carousel,Education,2026-09-24 16:00:00,Thursday,16,13599,106.35,74
Client_04,Health,Instagram,Infographic,Promo,2024-03-21 11:00:00,Thursday,11,7179,140.25,74
Client_04,SaaS,LinkedIn,Infographic,Promo,2025-01-18 12:00:00,Saturday,12,8079,147.3,69
